11a_053	galg	2	author:Lukas Lewark;date:3 July 2023
11a_054	galg	1	author:Lukas Lewark;date:3 July 2023
11a_055	galg	1	author:Lukas Lewark;date:3 July 2023
11a_056	galg	1	author:Lukas Lewark;date:3 July 2023
11a_057	galg	1	author:Lukas Lewark;date:3 July 2023
11a_058	galg	1	author:Lukas Lewark;date:3 July 2023
11a_059	galg	1	author:Lukas Lewark;date:3 July 2023
11a_060	galg	2	author:Lukas Lewark;date:3 July 2023
11a_061	galg	1	author:Lukas Lewark;date:3 July 2023
11a_062	galg	3	author:Lukas Lewark;date:3 July 2023
11a_063	galg	2	author:Lukas Lewark;date:3 July 2023
11a_064	galg	2	author:Lukas Lewark;date:3 July 2023
11a_065	galg	1	author:Lukas Lewark;date:3 July 2023
11a_066	galg	1	author:Lukas Lewark;date:3 July 2023
11a_067	galg	1	author:Lukas Lewark;date:3 July 2023
11a_068	galg	1	author:Lukas Lewark;date:3 July 2023
11a_069	galg	1	author:Lukas Lewark;date:3 July 2023
11a_070	galg	1	author:Lukas Lewark;date:3 July 2023
11a_071	galg	1	author:Lukas Lewark;date:3 July 2023
11a_072	galg	1	author:Lukas Lewark;date:3 July 2023
11a_073	galg	1	author:Lukas Lewark;date:3 July 2023
11a_074	galg	2	author:Lukas Lewark;date:3 July 2023
11a_075	galg	1	author:Lukas Lewark;date:3 July 2023
11a_076	galg	1	author:Lukas Lewark;date:3 July 2023
11a_077	galg	1	author:Lukas Lewark;date:3 July 2023
11a_078	galg	1	author:Lukas Lewark;date:3 July 2023
11a_079	galg	1	author:Lukas Lewark;date:3 July 2023
11a_080	galg	1	author:Lukas Lewark;date:3 July 2023
11a_081	galg	1	author:Lukas Lewark;date:3 July 2023
11a_082	galg	1	author:Lukas Lewark;date:3 July 2023
11a_083	galg	2	author:Lukas Lewark;date:3 July 2023
11a_084	galg	1	author:Lukas Lewark;date:3 July 2023
11a_085	galg	1	author:Lukas Lewark;date:3 July 2023
11a_086	galg	1	author:Lukas Lewark;date:3 July 2023
11a_087	galg	1	author:Lukas Lewark;date:3 July 2023
11a_088	galg	1	author:Lukas Lewark;date:3 July 2023
