name,name,galg,galg-lo,galg-hi,taylor,taylor-lo,taylor-hi
12a_0571,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0572,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0573,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0574,,4,Signature,Algebraic unknotting number,4,Signature,Topological slice genus
12a_0575,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0576,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0577,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0578,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0579,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0580,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0581,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0582,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0583,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0584,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0585,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0586,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0587,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0588,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0589,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0590,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0591,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0592,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0593,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0594,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0595,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0596,,1,Alexander polynomial non-trivial,Algebraic unknotting number,0,Taylor invariant >= 0 for all knots,Algebraically slice
12a_0597,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0598,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0599,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0600,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0601,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0602,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0603,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0604,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0605,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0606,,1,Alexander polynomial non-trivial,Algebraic unknotting number,0,Taylor invariant >= 0 for all knots,Algebraically slice
12a_0607,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0608,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0609,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0610,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0611,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0612,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0613,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0614,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0615,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0616,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0617,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0618,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0619,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0620,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0621,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0622,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0623,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0624,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0625,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0626,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0627,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0628,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0629,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0630,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0631,,1,Alexander polynomial non-trivial,Algebraic unknotting number,0,Taylor invariant >= 0 for all knots,Algebraically slice
12a_0632,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0633,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0634,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0635,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0636,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0637,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0638,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0639,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0640,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0641,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0642,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0643,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0644,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0645,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0646,,1,Alexander polynomial non-trivial,Algebraic unknotting number,0,Taylor invariant >= 0 for all knots,Algebraically slice
12a_0647,,4,Signature,Algebraic unknotting number,4,Signature,Topological slice genus
12a_0648,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0649,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0650,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0651,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0652,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0653,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0654,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0655,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0656,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0657,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0658,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0659,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0660,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0661,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0662,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0663,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0664,,2,Signature,Explicit Alex-triv subgroups [LM19],2,Signature,Topological slice genus
12a_0665,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0666,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0667,,1,Alexander polynomial non-trivial,Algebraic unknotting number,0,Taylor invariant >= 0 for all knots,Algebraically slice
12a_0668,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0669,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0670,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0671,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0672,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0673,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0674,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0675,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0676,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0677,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0678,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0679,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0680,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0681,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0682,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0683,,2,Signature,Explicit Alex-triv subgroups [LM19],2,Signature,Topological slice genus
12a_0684,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0685,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0686,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0687,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0688,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0689,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0690,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0691,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0692,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0693,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0694,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0695,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0696,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0697,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0698,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0699,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0700,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0701,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0702,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0703,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0704,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0705,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0706,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0707,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0708,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0709,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0710,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0711,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0712,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0713,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0714,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0715,,1,Alexander polynomial non-trivial,Algebraic unknotting number,0,Taylor invariant >= 0 for all knots,Algebraically slice
12a_0716,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0717,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0718,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0719,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0720,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0721,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0722,,4,Signature,Algebraic unknotting number,4,Signature,Topological slice genus
12a_0723,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0724,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0725,,2,Signature,Explicit Alex-triv subgroups [LM19],2,Signature,Topological slice genus
12a_0726,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0727,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0728,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0729,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0730,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0731,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0732,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0733,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0734,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0735,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0736,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0737,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0738,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0739,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0740,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0741,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0742,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0743,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0744,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0745,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0746,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0747,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0748,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0749,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0750,,2,# Generators of H_1(double branched covering),Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0751,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0752,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0753,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0754,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0755,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0756,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0757,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0758,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0759,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0760,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0761,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0762,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0763,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0764,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0765,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0766,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0767,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0768,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0769,,2,Linking pairing of double branched covering [FL19],Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0770,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0771,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0772,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0773,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0774,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0775,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0776,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0777,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0778,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0779,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0780,,2,Signature,Explicit Alex-triv subgroups [LM19],2,Signature,Topological slice genus
12a_0781,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0782,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0783,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0784,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0785,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0786,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],0,Taylor invariant >= 0 for all knots,Algebraically slice
12a_0787,,2,Hasse-Taylor bound [LM19],Algebraic unknotting number,2,Hasse-Taylor bound [LM19],Topological slice genus
12a_0788,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0789,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0790,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0791,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0792,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0793,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0794,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0795,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0796,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0797,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0798,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0799,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0800,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0801,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0802,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0803,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0804,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0805,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0806,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0807,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0808,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0809,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0810,,2,Linking pairing of double branched covering [FL19],Algebraic unknotting number,1,Fox-Milnor condition,Explicit isotropic subgroups [LM19]
12a_0811,,4,Signature,Algebraic unknotting number,4,Signature,Topological slice genus
12a_0812,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0813,,4,Signature,Algebraic unknotting number,4,Signature,Topological slice genus
12a_0814,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0815,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0816,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0817,,4,Signature,Algebraic unknotting number,4,Signature,Topological slice genus
12a_0818,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0819,,1,Alexander polynomial non-trivial,Algebraic unknotting number,0,Taylor invariant >= 0 for all knots,Algebraically slice
12a_0820,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0821,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0822,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0823,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0824,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0825,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0826,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0827,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0828,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0829,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0830,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0831,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0832,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0833,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0834,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0835,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0836,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0837,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12a_0838,,4,Signature,Algebraic unknotting number,4,Signature,Topological slice genus
12a_0839,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0840,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12a_0841,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0842,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12a_0843,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12a_0844,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
